Letter,MAD1,ptp1,SC1,fftPeak1,meanFFTOne1,meanFFTTwo1,meanFFTThree1,meanFFTFour1,meanFFTFive1,stdFFTOne1,stdFFTTwo1,stdFFTThree1,stdFFTFour1,stdFFTFive1,meanSTFTOne1,meanSTFTTwo1,meanSTFTThree1,meanSTFTFour1,meanSTFTFive1,stdSTFTOne1,stdSTFTTwo1,stdSTFTThree1,stdSTFTFour1,stdSTFTFive1,MAD2,ptp2,SC2,fftPeak2,meanFFTOne2,meanFFTTwo2,meanFFTThree2,meanFFTFour2,meanFFTFive2,stdFFTOne2,stdFFTTwo2,stdFFTThree2,stdFFTFour2,stdFFTFive2,meanSTFTOne2,meanSTFTTwo2,meanSTFTThree2,meanSTFTFour2,meanSTFTFive2,stdSTFTOne2,stdSTFTTwo2,stdSTFTThree2,stdSTFTFour2,stdSTFTFive2
A,0.313348296,24.38378046,0.188586306,7.142857143,60.34492813,29.37932713,83.08190535,10.14954731,66.00696221,9.390878529,29.65877666,10.56612788,11.78290315,2.749181358,3.988018834,10.03555084,2.644721269,7.33095172,1.053226738,0.867679138,0.669513558,0.104164367,0.167593088,0.040802319,0.390072949,15.10918105,0.157781064,8.928571429,99.76319885,50.64389877,54.54852236,23.38321129,19.58068588,6.149209154,12.99815045,1.858723457,7.217840261,2.298175474,3.933672591,8.528262841,1.645913131,3.373360849,0.93889661,0.671995465,0.678862218,0.127226787,0.174168289,0.041125567
A,0.315648279,25.41692547,0.194363299,45.53571429,61.78476664,26.62833345,76.5907872,10.49965912,71.41889239,6.907079251,34.92578267,10.21820634,11.21241199,3.851136299,3.992777634,9.692123231,2.71349908,7.483002922,1.084416796,0.797280428,0.776696154,0.143126471,0.180067552,0.036251601,0.37416479,16.90236586,0.165014921,8.928571429,105.4658258,38.80946886,53.85877541,15.7026298,20.56492453,2.756516757,17.74114268,3.327897542,9.192886635,2.75366779,4.287668029,8.885010216,2.026633062,3.550950112,1.135870887,0.562574304,0.81310372,0.13861311,0.210142535,0.050572186
A,0.292323832,26.3654192,0.203486156,114.2857143,46.99065641,19.92486014,75.5868781,5.704990001,81.58130798,6.219977919,41.27710274,14.62512788,12.51413735,3.510903382,3.816537903,9.562663183,2.878860403,8.417539533,1.07375417,0.979175298,0.708198932,0.14424576,0.181649757,0.045995269,0.378193193,18.739049,0.172482694,8.035714286,98.1423572,31.06469496,67.19990499,9.720811531,33.27252689,10.82158319,13.47250026,1.963123283,9.253540456,2.476150136,4.396313151,9.464746355,2.150003537,4.254945132,1.220446861,0.769673968,0.874416295,0.168715605,0.216649079,0.034133227
A,0.272764327,26.32444915,0.204020662,64.28571429,47.2929423,21.76207541,80.48034895,7.92264109,77.45530233,5.567740263,38.79221375,13.50945237,12.64095433,2.729602319,3.701953579,9.593941017,2.86159108,7.91649053,1.120679165,0.89999587,0.763936017,0.154839002,0.189111894,0.047913419,0.331399263,18.16423692,0.171449251,9.821428571,94.60471103,38.50953929,68.06584142,16.78340396,31.94102542,14.77347019,13.4635993,2.477043889,9.1980203,2.601174791,4.176437507,9.372285298,2.119013079,4.059712843,1.147641722,0.799101855,0.754778837,0.141829383,0.195811084,0.043941532
A,0.259690663,29.65341428,0.215555052,7.142857143,40.11397748,24.30089902,64.05647588,5.751898016,85.75957505,4.777395384,52.72694528,14.13091874,20.44653154,5.375771426,3.434011471,9.056260734,2.946530244,9.796037535,1.05065638,1.909607618,0.560275458,0.232858633,0.139707111,0.034150228,0.376007955,16.97174185,0.166030977,8.928571429,99.85780045,57.10925084,44.116456,14.301674,23.67546438,1.824304135,23.09987535,5.411343504,6.942343614,2.744446824,3.8735943,8.506885663,1.70517475,4.006826946,0.931220485,1.094122524,0.621398989,0.359922363,0.144780067,0.040638732
A,0.289909287,27.25699722,0.201841439,8.035714286,48.87213039,26.5866987,74.78675395,6.604331042,80.6642246,7.25268088,38.55077165,11.77038351,14.95472767,3.000356672,3.754440907,9.602455349,2.839415583,8.558343014,1.052056676,1.107790393,0.682017862,0.090972272,0.16940282,0.034018527,0.379471156,16.23479251,0.162393202,8.928571429,100.6109395,49.81788914,52.71925611,11.4883802,25.64337493,7.105504709,16.3086415,2.254236833,7.701094284,2.496223018,4.06825248,8.859041398,1.849965059,3.858558178,1.020235222,0.726196847,0.688092516,0.130029325,0.169656235,0.035075154
A,0.305873975,24.45980414,0.197024826,8.928571429,59.20274065,25.52646727,73.98673128,5.373883906,77.47237721,8.03955812,32.62677561,13.32985169,9.590516371,2.26268315,3.946205697,9.833201542,2.741199095,7.81610692,1.117399301,1.062099687,0.774474897,0.213108636,0.186131408,0.052186168,0.374694677,17.2198672,0.165999906,9.821428571,99.20380963,53.60838103,54.10339943,10.01779612,24.2641298,4.091797882,15.29745427,3.568336793,7.012782846,1.755805859,4.280672086,8.993036554,1.845460899,3.622851713,1.09446445,0.532628215,0.773854643,0.12972383,0.192149539,0.035403805
A,0.432007023,17.54304962,0.166131811,8.928571429,84.53421616,54.09222101,61.21033284,8.925700949,43.97562181,7.446979977,16.69989888,6.639791804,6.116509334,1.502766501,4.552932083,9.141326997,2.007946212,4.656194965,0.935744933,0.431995302,0.697577308,0.101656118,0.177812374,0.032745848,0.442831218,13.82016033,0.148160312,8.928571429,95.71996028,66.20357833,43.72693447,11.42923336,17.79289223,5.6705729,10.18787348,1.73487712,6.431708646,1.775250657,4.104413329,7.768223879,1.476244275,2.634503141,0.845154432,0.495517449,0.594834336,0.173024772,0.142716354,0.029475831
A,0.293810569,26.89258381,0.202363519,7.142857143,50.49675933,29.77011868,66.85899056,7.351006267,81.58455024,4.790282801,45.15688178,13.51889475,15.36465552,3.375307219,3.716575132,9.098861816,2.79046093,8.722507599,0.978627121,1.405899014,0.553723326,0.16532135,0.138548206,0.039526458,0.376220913,16.42348604,0.155327854,8.928571429,101.7639221,58.87645001,42.63645554,8.843371558,23.18216563,4.658728796,17.77244543,3.911018801,7.995406905,3.027841618,3.941406821,8.203665422,1.604418023,3.507469502,0.877686348,0.681721085,0.584481303,0.143172409,0.14785092,0.033270549
A,0.305126467,24.77770037,0.191381142,8.035714286,58.60680189,32.95578885,70.45294855,8.636775826,75.74510619,4.430601468,38.60699666,13.45318063,10.6770313,4.318197623,3.819031684,9.553837601,2.624095492,7.98906588,0.922122605,1.108636316,0.571168455,0.228295123,0.136116536,0.02803633,0.373508402,15.16381504,0.147726204,8.035714286,103.6446351,57.49448162,40.44649725,14.86595309,20.59669232,1.732847282,14.92383546,4.820304175,6.720071193,2.168246418,3.709415891,8.087390321,1.436729595,3.25242732,0.765065453,0.651237494,0.512221,0.129207292,0.13182288,0.035942266
A,0.332261219,24.74416207,0.19606001,9.821428571,64.74373939,26.18298604,75.53311609,9.472032146,70.00172744,6.866449787,33.02495108,13.08951125,9.38500143,2.927442635,4.186940133,9.333090768,2.761004969,6.899582551,1.190928957,0.735369717,0.880821624,0.156603806,0.2178495,0.051051257,0.398525028,15.56354496,0.158205068,9.821428571,97.75897239,55.39210241,56.47288773,14.60569359,18.25459293,3.841732033,11.44274402,1.892105368,6.232008724,1.462851828,3.997201371,8.263446661,1.679715342,2.766159294,0.998136285,0.408529231,0.750303735,0.159573132,0.2025451,0.039422091
A,0.285332864,26.82461078,0.20628271,105.3571429,49.21292195,22.78753143,68.42326083,7.547201751,82.66871139,5.319810405,46.35904978,15.34034058,14.33729546,4.489618785,3.760559681,9.325176917,2.932358251,8.576106424,1.066623237,1.216062888,0.706541859,0.198009796,0.192128331,0.05795755,0.369472339,17.18569121,0.165686111,9.821428571,98.07075792,53.31411493,54.36675505,9.59360036,25.21449007,5.667040047,18.27157617,2.265030694,9.297731695,2.813767362,4.121604436,8.665749121,1.871728367,3.838666497,0.986043115,0.712978035,0.685611447,0.134957653,0.184265773,0.036718365
A,0.372472632,17.11010856,0.149665946,8.035714286,92.30723826,59.01729712,52.69674652,12.55566287,37.81626976,6.211746902,14.68568849,6.317603739,4.897934205,1.21803109,3.92032575,8.578929656,1.648505701,3.881433874,0.688043459,0.359084171,0.495445186,0.137233408,0.123490425,0.04005926,0.412768602,13.26022943,0.133408328,8.035714286,102.2441234,67.38038485,30.95875177,11.38255636,16.98587368,3.008177841,11.26972419,1.805187181,4.507757505,2.096143838,3.707554597,7.150736989,1.165326749,2.303653094,0.609544397,0.358542895,0.439172844,0.071658343,0.117110219,0.028448912
A,0.30376389,27.13800193,0.199554803,8.035714286,55.97127273,28.1670859,70.07964955,6.804095154,76.72885339,3.103331723,43.91572902,14.29029282,14.06916078,3.918877112,3.909912287,9.639142169,2.856931129,8.594969915,1.010941889,1.228553542,0.614061961,0.096827124,0.151829602,0.035735351,0.404371329,15.29467824,0.153083823,8.928571429,103.6009641,56.73863411,38.52611103,15.16086141,23.42193708,2.397965599,17.69866151,3.781843593,6.515599561,1.6669041,4.142493468,8.247580163,1.668183549,3.413165597,0.859359256,0.716836808,0.578276834,0.181727191,0.144737283,0.035488897
A,0.332928759,25.69778078,0.20586664,7.142857143,62.19920628,21.37338318,73.96302837,5.633497864,71.81647975,8.755486675,38.7077187,12.7648755,11.95618907,2.737560005,4.265494771,9.741201738,2.955791154,7.705280864,1.299658647,0.921740032,0.947935467,0.155485485,0.258265111,0.062973932,0.434149771,16.51196795,0.169621525,8.928571429,103.3208155,40.92509272,55.41250262,13.21951324,22.59518278,4.443291766,15.68987407,2.525649027,9.000291436,2.024011294,4.496272382,8.618061422,1.986106839,3.418072244,1.199063407,0.437802289,0.884667186,0.162925007,0.227528696,0.057817096
A,0.399181733,17.58554714,0.17055584,7.142857143,90.02594421,44.55763191,62.49203417,13.51884657,46.62340714,7.801711955,18.07397896,5.122358567,7.51945392,1.959812974,4.453910461,9.051826776,2.166679812,4.960092256,1.009795361,0.435040658,0.764595792,0.105071284,0.195553903,0.040613746,0.399536678,14.98529871,0.14960244,6.25,105.0283272,58.86099363,36.5474022,18.04389813,18.44795728,4.820079419,10.7225724,3.107699059,5.634748688,1.46306605,4.038805639,7.793516524,1.497078176,2.471098912,0.864087658,0.246232361,0.633332809,0.108847769,0.155033702,0.033520865
A,0.405514901,17.22280129,0.167633625,8.928571429,92.9759775,50.63465269,56.94128578,9.404685285,41.10530031,7.151187705,16.8615756,6.336902471,5.655536635,1.590112784,4.354318913,8.866872172,1.955827991,4.412121148,1.014900625,0.409627685,0.767852257,0.120874153,0.180849893,0.037874777,0.416885201,14.71976688,0.149589859,8.035714286,104.1439269,61.44266501,37.13782852,9.027756154,16.04689769,1.835141684,10.20111822,2.174543124,5.47479299,1.159274597,3.9189148,7.766006735,1.397444414,2.449134232,0.886699731,0.344527928,0.648175905,0.166201452,0.16609454,0.061863197
A,0.315432144,25.8805706,0.205171981,7.142857143,59.19288424,28.90574552,62.26794626,4.241205707,79.57557006,4.924749889,45.22136017,14.24881775,12.83647456,4.423504325,3.808006334,8.933550768,2.865323722,8.13816617,1.157909496,1.183288693,0.752418694,0.17373391,0.19237132,0.059789779,0.36722374,16.86181426,0.158243183,7.142857143,105.0646512,55.50144169,39.01504144,10.16824802,24.17108057,2.123527511,17.31540535,5.475116761,7.223375212,1.86926518,3.859108425,7.915533202,1.698174895,3.17367368,0.965470933,0.469600333,0.675681385,0.129561843,0.177462297,0.02960075
A,0.320651279,26.00495123,0.203844771,2.678571429,52.45372603,27.18098688,68.17807533,5.523130191,80.55980169,4.721390429,44.65076615,14.41753123,13.00407048,5.370050299,3.85468235,9.247663208,2.884648042,8.600893812,1.095324626,1.105162105,0.720054402,0.111531407,0.193367116,0.040689267,0.418607964,16.57805803,0.161905665,8.035714286,102.2295948,48.21652,47.97714209,16.86868788,26.72185285,6.774299778,15.80386661,3.505542265,7.345304076,1.058026783,4.431094663,8.458694419,1.865202686,3.579329341,1.011213449,0.63180482,0.713764171,0.183517587,0.182914921,0.057568659
A,0.316672525,25.04266458,0.194499852,7.142857143,60.39601805,29.13826378,70.75179907,7.24010005,75.00444071,5.062067961,39.44380912,12.07554782,12.36487216,3.954237893,4.011252519,9.544444276,2.781969383,8.103906875,1.011310577,0.965510728,0.683942896,0.145744039,0.183414549,0.045218825,0.384552499,16.23397615,0.155965184,8.928571429,104.9496312,47.22379615,45.76389377,19.64549029,24.33740456,4.105264703,15.46615193,3.152455501,5.42261215,1.752858699,4.155891139,8.529737043,1.723734081,3.389006177,0.942812503,0.499265112,0.680192557,0.152761994,0.164482418,0.044134239
B,0.48409936,8.862552766,0.144831232,5.357142857,91.18899552,87.49393199,12.5154051,5.840799915,5.879392099,1.550321052,4.262375683,0.867389723,4.68818894,1.282200494,3.461342694,5.588697216,0.927327097,0.417123719,0.739725273,0.087277762,0.6226204,0.10154011,0.167561433,0.034771666,0.446617853,9.324725476,0.125085319,9.821428571,98.0665097,82.87161665,6.486687023,3.453209052,5.629376928,0.926735272,4.093134213,0.669438207,3.216639142,0.816485701,3.223491336,5.648531112,0.715060494,0.406931118,0.600795025,0.115158924,0.507424716,0.120135007,0.133631383,0.039772328
B,0.504199998,11.76984616,0.146115837,8.035714286,103.1884745,64.74835568,35.27960727,7.44192811,11.51492108,2.939303058,7.705221679,1.806827186,5.120010364,1.403887886,4.380816909,7.515953025,1.362860858,1.668321128,0.855231494,0.122751379,0.713646991,0.101078853,0.177691257,0.032871105,0.45922169,10.12138089,0.137318063,8.035714286,111.0165192,61.72680537,19.82821321,8.415173756,8.289657634,3.008090787,4.510693803,1.145923636,4.974695466,1.017519876,3.868265845,6.683257626,1.10578175,0.827685513,0.812720602,0.128544711,0.655494021,0.105826912,0.176171555,0.037872361
B,0.52204341,11.2157495,0.143909501,8.928571429,100.2870339,75.73668132,20.85968282,6.981159604,6.543006785,2.282241702,5.307306189,1.254899375,5.140980958,1.146970099,4.248999633,6.162569892,1.120596113,0.779759662,0.840940779,0.172270177,0.671804286,0.137783536,0.17736607,0.026545229,0.416772004,12.96362643,0.13492163,9.821428571,111.6166416,58.25969483,26.03195636,5.644832947,17.9588237,4.371169362,6.194706516,1.31793784,5.190437713,0.950932562,3.797361632,6.966714445,1.202518937,1.561398121,0.74612576,0.159029098,0.583491371,0.099651523,0.136273348,0.032566182
