Letter,MAD1,ptp1,SC1,fftPeak1,meanFFTOne1,meanFFTTwo1,meanFFTThree1,meanFFTFour1,meanFFTFive1,stdFFTOne1,stdFFTTwo1,stdFFTThree1,stdFFTFour1,stdFFTFive1,meanSTFTOne1,meanSTFTTwo1,meanSTFTThree1,meanSTFTFour1,meanSTFTFive1,stdSTFTOne1,stdSTFTTwo1,stdSTFTThree1,stdSTFTFour1,stdSTFTFive1,MAD2,ptp2,SC2,fftPeak2,meanFFTOne2,meanFFTTwo2,meanFFTThree2,meanFFTFour2,meanFFTFive2,stdFFTOne2,stdFFTTwo2,stdFFTThree2,stdFFTFour2,stdFFTFive2,meanSTFTOne2,meanSTFTTwo2,meanSTFTThree2,meanSTFTFour2,meanSTFTFive2,stdSTFTOne2,stdSTFTTwo2,stdSTFTThree2,stdSTFTFour2,stdSTFTFive2
E,0.447274818,14.66360186,0.202937722,4.464285714,78.14079557,68.08816461,65.27418859,16.55463026,21.79961815,12.61491557,7.81469385,1.671544189,8.827392681,1.522380411,4.439507187,7.227387002,2.204669092,2.311980944,1.631703729,0.170900929,1.316180757,0.184624438,0.351886018,0.084283088,0.463354206,11.69289625,0.200864819,4.464285714,83.75969714,74.43951887,51.7880257,16.49631588,12.20864023,2.827004178,9.661090152,2.155002783,9.655089826,1.833546366,4.345130606,6.355415897,2.122538057,1.728657971,1.630282129,0.306444665,1.265931506,0.163355312,0.314708381,0.088523388
E,0.472737601,11.62132507,0.190992847,4.464285714,71.81438208,83.65923348,53.57184228,16.53166301,17.27072966,12.47176255,6.905350031,1.330450343,6.73968347,1.19091421,4.157495147,6.36792275,1.765414873,1.89712161,1.30896952,0.190569049,1.086107875,0.157652223,0.261652771,0.07161419,0.473767425,10.35528028,0.194318662,4.464285714,75.51435976,84.46077756,47.88869987,19.24829281,9.82335454,3.189825419,7.031276785,1.301125902,8.689242646,2.460495889,4.165511753,5.970372416,1.802176522,1.327287654,1.39228039,0.25671458,1.101838688,0.171971253,0.281335828,0.066918216
E,0.474997977,14.10822144,0.198707497,4.464285714,72.83213149,73.50930298,64.08146788,18.69907402,19.6734045,12.41490654,9.179581383,2.044424472,8.588009076,1.984821254,4.501359258,6.813613465,2.135953272,2.214516481,1.487311525,0.25573925,1.248836715,0.187383007,0.33839589,0.054731564,0.488117366,11.67653291,0.205071799,4.464285714,75.81693384,79.21662138,54.3496309,17.2543562,10.68756995,4.90547254,8.549982076,1.743267467,9.906593159,1.886486015,4.326094235,6.090436148,2.013111025,1.452847707,1.616028738,0.207251223,1.261765335,0.138593686,0.312229172,0.052942178
E,0.482158304,13.73657062,0.197392512,2.678571429,78.87997179,73.2470905,59.39722956,9.187979028,21.08827964,13.14997864,10.09649302,2.082668018,8.499763712,1.448499005,4.48195713,7.572633987,2.135104659,2.426075051,1.567811985,0.307928893,1.209417853,0.191855103,0.301822125,0.078239669,0.495090471,11.15934088,0.20682218,2.678571429,80.69335479,76.97642844,54.13464085,14.7371858,9.997588159,2.312439008,9.301435263,2.131203288,10.83379069,2.198267651,4.450545317,6.629883458,2.123719098,1.56799496,1.644202125,0.307595031,1.342441854,0.22185239,0.348345502,0.047715393
E,0.489532541,10.29380587,0.198737098,4.464285714,75.33242607,86.07181617,43.11434326,15.57710934,12.69423479,5.652922845,8.394801521,1.973800017,7.167233763,1.102361441,4.155634828,5.928644479,1.780886623,1.530579811,1.365513215,0.244600134,1.12298272,0.19706725,0.29854085,0.085599242,0.492498141,10.11234534,0.192263905,4.464285714,78.61890684,83.92843725,41.97742712,18.23912183,9.670936281,4.725715517,8.088272425,1.48185194,8.146665348,1.925715239,4.194612196,5.797667938,1.784914266,1.281732303,1.366619013,0.21307048,1.059277371,0.153208535,0.301317964,0.074532534
E,0.465774331,14.72529062,0.200682583,4.464285714,72.9739014,66.07004322,68.87847028,19.53593696,24.80094549,14.64242357,7.8295805,1.568912399,7.3945422,1.89203841,4.598475537,7.184467403,2.113527443,2.48240023,1.469236958,0.247625461,1.257305275,0.216715107,0.337319324,0.073423026,0.484422967,11.68662845,0.19875839,4.464285714,77.53851106,72.88932116,59.19935302,21.29281592,11.49998705,4.71358882,9.095320486,1.951828288,10.08297978,2.380802233,4.582177015,6.365480721,2.097408148,1.655715833,1.512780968,0.197511859,1.200093291,0.134558078,0.325062529,0.059238112
E,0.483632645,12.08133912,0.198392289,4.464285714,70.04012188,80.46427911,56.69861676,19.37704847,15.44265332,9.932257422,8.908311468,1.890144976,7.94870033,1.353952765,4.412527868,6.391046964,1.976027955,1.788015424,1.412244702,0.150128241,1.135388853,0.184057543,0.28209927,0.079472851,0.480270655,11.68575491,0.209763467,4.464285714,73.14486389,80.58937587,53.71108049,16.97742236,11.59413205,5.016827204,8.665378884,1.974994947,9.60512767,2.143390013,4.357332105,6.112555205,2.039356069,1.544783498,1.563112839,0.232572127,1.230400126,0.164398337,0.330958058,0.055421346
E,0.476890453,11.33135483,0.195864595,4.464285714,69.99677149,81.40986775,59.23987416,18.22969755,13.30693055,7.629570739,7.311989663,1.396671478,7.902751179,1.356307443,4.342361708,6.059070505,1.842976895,1.634103904,1.374308851,0.22649623,1.083880336,0.191203097,0.273223354,0.07334515,0.486401977,10.18215778,0.201147732,4.464285714,75.86085759,82.19740293,48.87854031,18.31883179,9.369969839,3.255172944,8.270150626,1.745118763,8.619051115,1.604099299,4.398910192,5.786111205,1.878500313,1.361593094,1.417128452,0.187843129,1.097340468,0.192535166,0.289695609,0.073820659
E,0.471550013,15.56421065,0.196414535,5.357142857,68.45338584,66.07051825,76.31449101,17.61588949,22.17763188,15.12526981,8.30826437,1.586718212,9.364325314,1.790721897,4.54267174,7.655750445,2.237399822,2.756649909,1.50644784,0.270552782,1.117169781,0.178835733,0.282958747,0.070896149,0.501840557,11.96388794,0.199645894,5.357142857,76.09578916,74.08769139,60.82633437,20.31207615,12.78049416,4.092210005,7.358827824,1.783623624,9.798605581,1.987302537,4.545234506,6.763149453,2.091890194,1.862530589,1.527992487,0.210044469,1.172825519,0.224878141,0.286499802,0.091330756
E,0.555629205,10.70071882,0.231231206,4.464285714,73.91935531,78.83254513,49.71063706,14.50041976,16.15995712,7.580627371,10.02871659,2.291696248,9.507401018,2.106930837,4.86357704,5.792330383,2.352589983,1.686736455,1.901873524,0.312539915,1.551260556,0.264223906,0.416446281,0.121395066,0.560677083,10.23305323,0.231505243,5.357142857,74.50885891,77.99847921,49.03864742,19.21305506,13.23995969,3.33782628,11.29290397,1.818639429,10.79944024,1.580543076,4.978022283,5.493069399,2.517959508,1.318068973,2.041996345,0.250079109,1.506575036,0.225970976,0.370556128,0.070176601
E,0.496977421,10.69113957,0.214213225,4.464285714,79.22899304,81.57699263,42.07554511,13.80603189,12.30304451,4.785729897,9.229015572,1.900323255,8.959085686,1.867341881,4.421219388,6.059038022,2.020442035,1.439757604,1.605277421,0.256898177,1.301809056,0.22129378,0.341707431,0.108880002,0.485700119,11.42370257,0.217635436,4.464285714,78.07620873,83.774458,40.27330655,12.5250125,9.759623771,2.717550543,8.379012615,1.953917004,10.39592527,2.214885662,4.286252107,5.801422315,1.999087823,1.105733936,1.730362569,0.21885007,1.351017498,0.157970778,0.326655277,0.074032844
E,0.463727488,14.66027433,0.193089041,3.571428571,72.48990375,64.76671599,72.0571393,19.71248114,20.06732577,11.73605562,8.236325378,1.350825718,7.908798633,1.321386694,4.654756382,7.155069232,2.109561778,2.310487303,1.429585301,0.236046549,1.114272301,0.184016749,0.278300066,0.066832615,0.497148584,11.50628755,0.198642528,3.571428571,78.06015004,74.4287075,54.61051657,19.89489788,12.38249893,4.196239852,9.164634324,1.749327318,8.736375813,2.175211882,4.665130433,6.13982935,2.044492749,1.464160848,1.508228504,0.22197003,1.263066967,0.200526511,0.328436536,0.078332185
E,0.508556376,10.7508174,0.211077107,4.464285714,77.72574806,81.92657275,45.01590434,14.1188406,15.14968442,9.116123596,10.05460709,2.404891969,9.010941253,1.689726849,4.498031724,6.338454285,2.024838738,1.673169984,1.612318741,0.262479278,1.284571709,0.179541576,0.329661169,0.069435765,0.508008462,10.17346802,0.220910343,4.464285714,76.95854229,82.71552881,45.3086361,18.34675937,11.60551054,6.441000974,9.123677833,2.144535127,10.36969313,2.703813767,4.475746823,6.074444778,2.081322351,1.554825673,1.766349173,0.247290759,1.423925404,0.25073137,0.361557267,0.119327805
E,0.489053219,12.39602573,0.209367425,4.464285714,76.72682964,73.11591775,60.08312431,16.73958349,18.43457643,10.51069095,8.811292368,1.824577886,9.166284153,2.036490265,4.42121136,7.045112892,2.178077636,2.067830942,1.64437207,0.29048519,1.311410245,0.25074379,0.337891399,0.114376683,0.482023179,11.3883392,0.208654784,4.464285714,77.24900267,75.68903878,55.94735048,23.12115387,11.39697869,6.330703526,9.413187581,2.660811064,10.12872107,2.508037477,4.333804989,6.567589312,2.171519597,1.656621358,1.606903515,0.207165608,1.262001019,0.201314091,0.326890249,0.062129957
E,0.465753033,12.80718448,0.209794213,5.357142857,75.01416042,63.88886711,70.43446553,25.48028933,17.65969899,9.000645533,9.903650218,2.430476062,9.555698565,1.991057521,4.772684195,6.519001823,2.367787955,1.879247132,1.761313291,0.193545137,1.387680801,0.258803198,0.335648307,0.08893025,0.49513673,11.57321207,0.219251806,5.357142857,76.83892648,72.40031195,57.86954186,23.43080597,12.58570324,4.469797151,10.86466257,2.769085459,12.45922051,3.690749026,4.848550893,5.980635752,2.559933214,1.640676314,1.94136264,0.293506691,1.53368947,0.216643509,0.382514498,0.076649859
E,0.47031357,12.64890995,0.20622686,5.357142857,73.45139812,75.76620293,60.90176002,21.28839005,17.92714056,8.546094574,10.40703681,2.809845216,7.634825741,2.425958478,4.260600718,7.038143795,2.10623644,2.200214916,1.631269749,0.281341622,1.30160199,0.172382544,0.335038029,0.088416258,0.475855693,12.31316716,0.20108406,5.357142857,78.28549665,75.96517296,56.85656787,18.319725,12.02385444,5.388330664,8.304215186,1.834642847,9.842913169,1.435580706,4.352833357,6.568793988,2.048440983,1.685353465,1.523439094,0.175103508,1.249586366,0.177040198,0.317709824,0.089455633
E,0.516092187,11.74654735,0.197696385,4.464285714,72.88201988,83.0503348,50.7209994,14.33029061,19.42469795,10.58460928,8.226838744,1.849596869,7.434788207,2.22910465,4.50585457,6.183893641,2.000231035,1.866536226,1.440355021,0.163553097,1.146099941,0.175799609,0.306457464,0.068372982,0.510867288,10.58607107,0.200824284,4.464285714,74.64349219,81.92551673,51.45370179,16.22124429,10.74464491,4.626122023,8.584727127,2.366012628,8.785476733,1.668881563,4.427664953,5.907626217,1.892679789,1.584067342,1.476221195,0.219287848,1.173479904,0.179971788,0.296511267,0.081101774
F,0.463333001,11.2054114,0.148931882,4.464285714,74.61078487,84.42030099,51.02326113,19.01632446,11.25407184,5.460743632,5.002072807,1.891544127,4.491583163,0.963829966,3.793750917,6.802684732,1.191455294,1.830948941,0.719473533,0.116943616,0.551049643,0.099382776,0.144396296,0.041773202,0.471073066,10.29432318,0.150038767,4.464285714,79.08996237,87.20143883,37.02613295,8.94487519,18.83263638,10.07118484,4.84541103,1.19394083,4.978390078,1.011924442,3.721548035,6.498002012,1.227571026,1.656443156,0.783832856,0.110449676,0.58646003,0.085606918,0.146958814,0.033318137
F,0.376532858,11.85399719,0.117306737,5.357142857,76.81433333,72.04663981,61.07836629,40.01414136,8.584089208,1.973026627,2.763449988,0.829289362,2.881512736,0.701694543,3.547519174,7.728743484,0.95731164,1.746777159,0.493991382,0.09803806,0.362379941,0.053559935,0.090526413,0.014416612,0.397591105,11.73528182,0.1195528,5.357142857,82.37016999,82.06728987,44.54643294,22.33536399,16.46614191,7.046929957,3.445968172,0.765125824,3.157972328,0.796824397,3.541501952,7.488217234,0.95819976,1.754553006,0.48639852,0.085622053,0.373665455,0.053457552,0.095162875,0.020711064
F,0.49680426,8.875971244,0.141111772,4.464285714,77.62888532,89.57026719,33.51013179,12.71487788,6.287901453,1.166569479,4.200131934,1.105850889,4.027864072,0.579710853,3.768584001,6.094954584,0.985450809,1.070926219,0.686151865,0.066640279,0.571961348,0.090239182,0.153800128,0.033042166,0.492514656,9.319674794,0.143341984,4.464285714,78.0116055,89.84558831,33.67002673,5.877997862,9.256566651,3.366315337,4.155985347,1.014781815,4.739754453,1.312240878,3.750479877,6.237621804,1.056578618,1.170660362,0.725506439,0.082763131,0.568922039,0.083393308,0.147978819,0.034498352
F,0.426057455,7.70861836,0.122481109,4.464285714,80.84096422,96.59897418,19.95868177,5.162821524,4.784019252,1.806735751,5.074268332,0.838867746,5.452313804,0.815464095,3.096421356,5.071919846,0.748404267,0.973651128,0.520562688,0.303378674,0.370378435,0.041284753,0.100044665,0.017801059,0.419530463,8.643969515,0.118765913,4.464285714,82.12592332,96.77817044,16.49585204,6.40315515,3.973355724,0.901049048,3.317852667,0.62662035,3.259563558,0.694756991,3.003596243,4.999511198,0.68253706,0.550333601,0.507989074,0.134418235,0.423148329,0.073077664,0.118422439,0.020128152
F,0.458860727,8.075240483,0.130981766,4.464285714,81.76399011,95.17500776,15.13412634,3.473326182,5.749042817,1.728334715,4.798245027,1.206814784,3.940913227,0.834731683,3.251361937,5.555738841,0.806430425,0.723380559,0.57397643,0.117956387,0.437028276,0.067167416,0.111647207,0.027159125,0.444003187,8.94441489,0.125907688,4.464285714,83.80854868,93.88780004,16.95427453,4.030392348,5.941704207,3.328374133,3.586038595,0.738696597,3.60822364,0.687504677,3.26993114,5.831100727,0.764990108,0.637061065,0.569437179,0.10811909,0.437750726,0.067392333,0.119065457,0.034047601
F,0.445052305,10.52221041,0.130046664,4.464285714,83.73686145,83.19006852,36.52335754,26.94131456,5.618868558,1.412398527,3.098728949,0.693099449,3.209793005,0.826779739,3.614950133,6.119022737,0.912115342,0.79947896,0.622145807,0.079289938,0.544408333,0.101534567,0.146763394,0.049664223,0.452421907,10.04081536,0.133841792,4.464285714,84.68588329,89.56093277,27.27379974,7.192796577,6.699600525,2.727438909,3.777488451,0.744429607,3.580060962,0.949758858,3.462261922,5.904833772,0.913246263,0.720036261,0.637498504,0.091434565,0.525584,0.092381746,0.141527636,0.036265611
F,0.466647004,8.399492491,0.137712895,4.464285714,85.05368647,91.2146419,15.97336173,4.450223344,6.732511483,2.817731905,5.769964091,1.32969917,3.860112511,1.004354373,3.355450326,5.347274414,0.983518826,0.854214643,0.696134848,0.110827773,0.53511046,0.081597821,0.137216456,0.029702466,0.449850974,8.94020376,0.137405695,4.464285714,85.37515807,92.52326394,11.09113095,3.417880783,5.792600473,1.895179012,4.746745869,0.919331736,3.624980178,0.708688328,3.185240018,4.924601841,0.850617039,0.509246638,0.642161391,0.119027007,0.531018067,0.108997786,0.142514419,0.042336646
F,0.567878923,7.904363228,0.174423172,4.464285714,79.04364246,87.94949378,23.71199444,9.407276984,7.378565533,2.688869263,7.03251124,1.631035946,5.680393866,0.886012161,4.16981239,5.299391983,1.301492812,0.662592745,0.999246223,0.15788426,0.844654374,0.114070412,0.233758091,0.034675109,0.548923566,8.580816478,0.165900512,3.571428571,82.48156852,86.19759517,23.2655248,8.637718641,7.296957348,1.709264364,5.773693686,0.854946849,5.834973381,1.211837644,4.152380751,5.580095636,1.254287831,0.652350843,0.939855164,0.102390509,0.766486048,0.121127519,0.203931662,0.045692407
F,0.502248244,7.467287113,0.148312971,4.464285714,79.87263358,94.7951702,8.864007091,1.888471905,5.329955661,1.918447435,5.510293676,1.405854013,3.840658663,0.81783413,3.496404115,4.721271206,0.873815806,0.530295607,0.697487398,0.10396729,0.572484208,0.116942006,0.159814566,0.050444514,0.480763889,8.101823083,0.138357013,4.464285714,82.34413867,93.07061635,11.19509439,2.380483407,5.699732882,1.302734554,3.998764692,0.960143758,4.195993661,0.760689411,3.49358821,5.032549452,0.871529277,0.439964737,0.666248119,0.113569479,0.499254632,0.085674897,0.128568364,0.029303026
F,0.554055034,8.354900785,0.129355674,4.464285714,79.81918196,93.36011234,15.40242553,8.178882149,6.087840482,1.785720979,4.395520088,0.854338061,4.087151348,0.64042788,3.795079093,4.522060667,0.842661607,0.754241531,0.584834946,0.176970451,0.445492477,0.08017861,0.123939606,0.03048303,0.551243428,8.368790365,0.134006116,4.464285714,79.99641728,93.59942581,12.32524517,7.417417746,4.108083476,1.200681429,3.5297238,0.760913195,4.178768514,0.815805705,3.667422044,4.243431746,0.80505723,0.317289406,0.664846148,0.09022553,0.507133596,0.076440716,0.122067483,0.025752743
F,0.526063704,7.06548047,0.165704632,3.571428571,72.69922011,98.1614677,15.87089518,4.786716424,6.818524322,2.866148747,5.067298836,1.209297474,4.144722325,1.066195212,3.599446131,4.708977425,0.984173232,0.68186083,0.815383907,0.108717635,0.69520883,0.075126755,0.178717551,0.038622465,0.52061968,6.943317327,0.165770334,3.571428571,73.17944111,98.58815869,12.10189413,2.751061308,6.952408799,1.954673876,5.651128953,0.987684045,5.601145133,1.653557498,3.567667045,4.517333236,1.072418128,0.56251175,0.837714075,0.157643656,0.657565877,0.090799722,0.175228228,0.032184237
F,0.486041499,8.285741881,0.14794724,4.464285714,77.03839554,97.04160893,11.43154558,8.323322285,4.605226364,1.156687498,5.044090645,1.021967101,4.031722573,0.978937109,3.404928515,4.805278893,0.819991845,0.528547376,0.681944261,0.153901828,0.550874675,0.098584648,0.149949979,0.048291804,0.483051765,8.186706157,0.14390006,4.464285714,75.50479984,98.36730789,13.69063041,4.762859459,4.557229311,1.010466993,4.616768534,0.975746833,4.611026167,1.038229773,3.456096755,4.900529626,0.912250272,0.322226498,0.704726754,0.115375543,0.527589378,0.07597003,0.140562925,0.026690498
F,0.497713691,8.729286588,0.142437549,4.464285714,81.09391044,92.03118521,18.7193499,11.46565169,7.887203696,2.751321109,6.694515382,1.118625505,4.73722146,0.996836057,3.690791957,5.681302176,1.00321357,0.834051375,0.698846934,0.14937735,0.532906471,0.074190582,0.145867365,0.038142464,0.480868103,8.996193312,0.132499235,4.464285714,80.71214837,92.74797994,22.59029297,9.020983342,5.754203431,1.974981096,4.320946571,1.156979881,4.30121653,0.727611653,3.663045648,5.956664369,0.9105982,0.686273215,0.613024246,0.097429153,0.46853454,0.067732056,0.120609849,0.033370089
F,0.504222105,7.684750486,0.161723098,3.571428571,70.05186737,98.67975017,18.80989473,7.155726996,5.986028127,3.018753721,4.991433063,1.277898346,4.441280859,1.099185309,3.623376248,5.060108319,1.030561735,0.711439264,0.833171209,0.129464346,0.624080192,0.123883941,0.159852784,0.047858237,0.499544206,7.788997603,0.158701251,3.571428571,70.5110024,96.69588461,22.99187506,8.679478148,7.619682166,3.275024262,4.916050101,1.009359299,5.069676243,1.332080566,3.739063574,5.404558925,1.127064014,0.905928257,0.809581973,0.12724011,0.608128486,0.084434126,0.154391179,0.036762646
F,0.442543006,8.926025405,0.137912498,4.464285714,83.3683819,91.81193751,17.66848289,9.681985985,8.185488515,1.547375218,5.22275448,1.025062922,4.126126396,1.04879474,3.170347101,5.806551605,0.910202524,0.943812368,0.683495394,0.188699507,0.513846509,0.101968793,0.136964383,0.030467689,0.43157532,9.830260442,0.136039727,4.464285714,83.49112584,89.55875977,25.41411193,13.06080411,9.093877228,2.664631474,4.509743202,1.336188881,5.00178054,1.545502088,3.269890468,6.364737029,0.990339569,1.195949968,0.696939328,0.216768124,0.526640692,0.073738674,0.126835461,0.028517255
F,0.520452969,8.680573628,0.156655944,3.571428571,72.7774597,93.45323167,23.36945528,12.23436473,8.639816171,4.183944146,4.176098287,0.903805899,4.338738835,0.864102682,3.714204117,5.062536017,1.037458247,0.736095464,0.767587362,0.065652021,0.605513504,0.082298378,0.160227197,0.038991113,0.519268867,8.664706533,0.160936663,4.464285714,71.65962776,94.03602169,26.64434009,7.357564248,7.037720092,3.296164028,4.336463147,0.71551154,4.579175087,0.839842716,3.628277328,5.047352764,1.022444576,0.652423842,0.772416518,0.117812207,0.658063951,0.102317633,0.172717513,0.033656164
F,0.489230556,9.257572901,0.154519426,3.571428571,84.96742084,87.94945236,29.08317179,7.725876635,9.9386411,2.826647757,5.636412261,1.704953059,4.433251443,0.974188642,3.886996382,6.270069791,1.186634357,1.236923543,0.830518688,0.155336065,0.665363107,0.086958942,0.159618474,0.038453157,0.495998551,9.004639764,0.15954258,3.571428571,85.76625882,87.75161839,25.08609427,6.439144709,14.29802072,5.476692414,5.008025789,1.001222127,5.714794078,1.05658939,3.836116504,6.28146881,1.282566318,1.274937866,0.948017682,0.226331333,0.675905082,0.124473357,0.168843201,0.034379055
F,0.466084407,11.00127554,0.169547134,3.571428571,66.49380962,86.90587519,56.18518968,19.51300496,9.706958826,4.134711536,4.858764548,1.277146604,5.249611618,0.996091933,4.112948239,7.02994988,1.43540828,1.636116859,0.969980147,0.133780559,0.764346268,0.096004617,0.205985981,0.037818033,0.504936329,9.080057762,0.179694382,4.464285714,67.48012655,96.81074872,34.69457401,8.412378234,9.472734311,5.307238449,5.927865588,1.160636281,6.189602642,1.558533335,3.977550308,5.750854988,1.381668265,1.011721816,1.036181388,0.149534351,0.809991427,0.122408702,0.193385634,0.051828078
F,0.476550674,7.682402573,0.167331829,4.464285714,76.28898388,98.31973393,13.66122904,2.55417981,8.289946648,2.116083182,5.541311698,1.262405341,5.820773883,1.535926836,3.418719943,4.875674215,1.113426345,0.9565311,0.898569926,0.266119229,0.684865864,0.113386171,0.170696555,0.048909327,0.476100047,8.330387692,0.170886844,4.464285714,75.13639521,98.07173187,20.7986921,4.964244724,6.354827135,1.626285713,4.889065074,1.421742901,5.74492882,1.357747016,3.418783593,5.042332199,1.149934817,0.713967312,0.970212449,0.246796887,0.712392377,0.120185215,0.17350979,0.03611075
F,0.414268714,9.921082916,0.142663755,4.464285714,90.58771198,79.32721008,22.3231074,19.26190637,6.637440383,2.896086625,9.591369278,2.416883245,3.836517711,0.915931971,3.439727569,6.342613858,1.073586333,1.173455774,0.744262184,0.226838121,0.561137966,0.10544711,0.134648524,0.027468452,0.396425831,10.86426481,0.136937578,4.464285714,91.65139827,76.9534129,26.5901288,19.82044557,11.8602855,4.169813766,4.010912895,0.939986829,4.445936712,0.619527649,3.449184586,6.845411581,1.029288325,1.214996379,0.694679958,0.169824538,0.543083538,0.096040492,0.149236032,0.036953041
F,0.465757402,8.86401172,0.157925635,4.464285714,85.79608925,89.63171905,19.76435134,10.67272573,9.229721164,3.610623698,6.917409043,1.345604295,5.967179226,1.668520076,3.65134726,5.23018442,1.206938026,1.010446881,0.883836497,0.185442366,0.69515871,0.080432185,0.169471643,0.037323844,0.467818502,9.035780909,0.149087716,4.464285714,86.28640511,89.96889413,20.21949953,10.51740587,6.523747082,1.70136378,5.221167975,1.259827286,5.176925371,1.220304194,3.573321878,5.013134447,1.088981092,0.687716726,0.875179031,0.170160601,0.66441438,0.113358806,0.163240062,0.029666231
F,0.45754956,9.43774636,0.151092291,3.571428571,78.95046816,92.42116622,24.07714348,5.862396705,15.91803972,3.566156202,7.374114685,2.645424464,3.515125058,0.80511808,3.564311567,5.865846884,1.111773638,1.207304178,0.70338128,0.102461979,0.562452758,0.081684707,0.149457458,0.033367019,0.462118904,8.400405704,0.149087404,3.571428571,80.51184343,93.07327319,17.74594961,6.189211093,10.4539118,5.796911262,4.512375145,1.102835367,4.754190277,1.19437567,3.422134859,5.55221735,1.069949188,0.750259757,0.791522819,0.124935911,0.602923299,0.081556853,0.15178374,0.036160544
F,0.414397998,11.68670915,0.144096387,4.464285714,74.267456,74.57359144,64.71165736,26.28744344,9.692538053,4.789859627,5.861682319,1.747670064,3.813878097,0.819149123,3.687260108,7.563189226,1.227277316,1.997727376,0.731251439,0.105202882,0.598916167,0.09287088,0.15515821,0.033322001,0.429807998,11.69916144,0.146513969,4.464285714,77.69279207,77.01193117,58.50016588,13.31413072,17.81812106,9.182543813,4.181094978,0.974289383,4.838755737,1.149974465,3.733641066,7.574815668,1.324740032,2.010986371,0.760239602,0.124048771,0.598377564,0.097855193,0.151015149,0.034944507
F,0.501292711,7.903865477,0.157674654,4.464285714,76.03697156,96.22105961,14.96781592,4.79242583,6.95326276,1.651152981,5.917387561,2.12668126,4.138937833,1.010362157,3.422660017,5.091942798,0.961688492,0.790236022,0.751737152,0.103827644,0.615150073,0.097899564,0.156120193,0.049147934,0.501963276,8.543000081,0.159086879,4.464285714,76.30164276,95.03648448,17.55933512,6.026526675,10.27441038,3.038441632,4.700953811,0.798553767,4.929026687,1.072273628,3.51003269,5.404722104,1.071724511,0.848366996,0.827997494,0.081911284,0.636781795,0.09581888,0.146240696,0.038610686
F,0.494844523,8.962140782,0.165031306,5.357142857,81.58284341,91.02357458,13.90377276,5.367284587,12.33955061,2.396077057,8.788211025,2.324477088,4.808521619,1.07533845,3.597045101,5.465731319,1.131675044,1.069390764,0.842720838,0.177216145,0.695195071,0.126269025,0.196185125,0.055677526,0.497590974,9.337944278,0.166512367,5.357142857,82.56721415,89.82180551,18.16239685,7.636787698,7.685753546,3.194042231,5.508980212,0.75698578,5.8359323,1.268000117,3.679649616,5.439154606,1.17994561,0.67904557,0.961680252,0.115708207,0.699739054,0.081549194,0.182091821,0.042564506
F,0.548971235,8.223078333,0.17038787,4.464285714,80.65341955,91.84672825,15.61418574,3.418568978,7.871716811,1.962400363,7.890709667,3.037182321,6.078618065,1.326772853,3.826594336,4.670920562,1.126655548,0.864234784,0.949093463,0.197043108,0.758529767,0.086170278,0.191787423,0.050517251,0.538565792,8.341313758,0.161754601,4.464285714,79.85282542,92.78539538,18.37662369,4.502178555,9.456648557,1.729435115,5.5082208,1.566893034,5.374845068,1.417678559,3.826139893,4.847451694,1.127595186,0.736132343,0.862982639,0.145744147,0.679707167,0.1216626,0.1804411,0.045116752
F,0.496000157,9.388940308,0.148622543,4.464285714,74.36327926,88.16063364,37.99776354,21.36818331,6.403023742,1.237058543,4.427627169,1.024135363,4.694882685,1.230025889,3.774871719,5.758224368,1.098982074,1.126333929,0.781034489,0.077924985,0.624861221,0.096338601,0.168241568,0.039789736,0.5035903,8.949741096,0.155855235,4.464285714,75.41348646,92.28947764,24.84585073,11.60066323,6.406029058,1.764103734,4.704737763,0.960896535,5.395894354,1.595504158,3.61275126,5.214655489,1.045968929,0.808282394,0.777290178,0.166692802,0.643690721,0.099058579,0.170549391,0.030799238
F,0.392011206,13.2334844,0.150703904,4.464285714,69.2336623,69.50465198,75.65177448,30.23167512,11.83946962,2.736575542,7.310517668,2.239196251,4.387399222,0.788628762,3.795412638,8.328870231,1.477911976,2.560976589,0.775992032,0.135968763,0.584108752,0.066392335,0.162856961,0.033287251,0.43738811,10.00406265,0.152505168,4.464285714,80.46651821,83.8709443,45.81360055,17.1921171,11.54167037,5.817623454,5.133603604,1.322308832,5.354127395,1.373218298,3.728548324,7.141138068,1.326227222,1.696244473,0.854072645,0.189462882,0.669720792,0.06375183,0.18538276,0.027917502
F,0.441037568,8.976415969,0.146861095,4.464285714,84.5351614,90.08476909,23.0642922,6.708760571,12.34975236,2.981731345,6.399006567,0.956664931,4.887710721,1.418399537,3.33974309,6.306129765,1.083434627,1.327053167,0.732501324,0.152628667,0.538472022,0.082345069,0.137188409,0.02997966,0.443753968,8.20162833,0.146505767,4.464285714,85.59591245,90.78050029,17.50474034,7.996721082,8.41405224,5.276664284,4.460026941,1.612135798,4.361576108,1.013935602,3.20359042,5.820766439,0.944746036,0.891173749,0.754633683,0.219954708,0.598034463,0.131155642,0.155463107,0.039946557
